"","CODIGO_UNIDAD_COMPRA","UNIDAD_COMPRA","CODIGO_PROCESO","MODALIDAD","ESTADO_PROCESO","FECHA_PUBLICACION","ID_ARTICULO","SUBCLASE_UNSPSC","DESCRIPCION_SUBCLASE","DESCRIPCION_ARTICULO","CANTIDAD","ABR_UNIDAD_MEDIDA","DESCRIPCION_UNIDAD_MEDIDA","PRECIO_UNITARIO_ESTIMADO","MONTO_TOTAL_ESTIMADO","CUENTA_PRESUPUESTARIA"
"30","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2018-0160","Compras Menores","Proceso adjudicado y celebrado",2018-07-04 15:25:04,7400003,51121709,"Carvedilol","Carvedilol tabletas de 12.5mg.",2000,"UD","Unidad",20,40000,"2.3.4.1.01"
"31","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2018-0194","Compras Menores","Proceso adjudicado y celebrado",2018-08-02 15:31:54,8160868,51142219,"Fentanilo","Carvedilol tabletas de 12,5mg",2000,"UD","Unidad",21,42000,"2.3.4.1.01"
"32","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2018-0264","Compras Menores","Proceso adjudicado y celebrado",2018-10-22 11:35:06,9597392,51142219,"Fentanilo","Carvedilol tabs. de 12.5mg",3000,"UD","Unidad",25,75000,"2.3.4.1.01"
"33","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2018-0298","Compras Menores","Proceso adjudicado y celebrado",2018-11-21 10:38:04,10087617,51121709,"Carvedilol","Carvedilol tabs. de 12.5 mg",3000,"UD","Unidad",22,66000,"2.3.4.1.01"
"34","000862","HOSPITAL TRAUMATOLOGICO DR. NEY ARIAS LORA","HOSPNEYARIAS-UC-CD-2019-0050","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-01-17 14:00:06,11361217,51121709,"Carvedilol","CARVEDILOL 12.5MG TABLETA ORALES C/100",5,"CAJ","Caja",275,1375,"2.3.4.1.01"
"35","000862","HOSPITAL TRAUMATOLOGICO DR. NEY ARIAS LORA","HOSPNEYARIAS-UC-CD-2019-0050","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-01-17 14:00:06,11361223,51121709,"Carvedilol","CARVEDILOL 25MG TABLETA ORALES C/100",5,"CAJ","Caja",325,1625,"2.3.4.1.01"
"36","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0013","Compras Menores","Proceso adjudicado y celebrado",2019-02-04 09:32:03,11746223,51142219,"Fentanilo","Carvedilol tabs. De 12.5mg",3000,"UD","Unidad",19,57000,"2.3.4.1.01"
"37","000747","Hospital Docente SEMMA","HDSSD-DAF-CM-2019-0022","Compras Menores","Proceso adjudicado y celebrado",2019-03-11 15:05:12,12562835,51102302,"Clorhidrato de amantadina","CARVEDILOL 6.25 MG. TAB",150,"UD","Unidad",12,1800,"2.3.4.1.01"
"38","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0061","Compras Menores","Proceso adjudicado y celebrado",2019-04-16 09:35:37,14082906,51142220,"Citrato de fentanilo","Carvedilol tabletas de 12.5mg.",3000,"UD","Unidad",19,57000,"2.3.4.1.01"
"39","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0101","Compras Menores","Proceso adjudicado y celebrado",2019-06-05 10:41:24,15231550,51101617,"Tinidazol","Carvedilol tabs. de 12.5mg",3000,"UD","Unidad",19,57000,"2.3.4.1.01"
"40","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0124","Compras Menores","Proceso adjudicado y celebrado",2019-07-03 11:10:08,15922902,51142219,"Fentanilo","Carvedilol tabs. De 12.5mg",3000,"UD","Unidad",22,66000,"2.3.4.1.01"
"41","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0182","Compras Menores","Proceso adjudicado y celebrado",2019-09-30 09:43:03,18172120,51142219,"Fentanilo","Carvedilol 12.5mg Tabletas",4000,"UD","Unidad",16,63600,"2.3.4.1.01"
"42","000632","Despacho de la Primera Dama","DEPRIDAM-MAE-PEUR-2019-0001","Procesos de Excepción","Proceso adjudicado y celebrado",2019-10-03 15:40:52,18293026,51142201,"Butorfanol tartrato","Carvedilol 6.25 mg tab",20000,"UD","Unidad",7,144000,"2.3.4.1.01"
"43","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0203","Compras Menores","Proceso adjudicado y celebrado",2019-10-16 10:20:03,18577044,51142219,"Fentanilo","Carvedilol tabletas de 12.5mg",3000,"UD","Unidad",19,57000,"2.3.4.1.01"
"44","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-DAF-CM-2019-0249","Compras Menores","Proceso adjudicado y celebrado",2019-11-18 11:00:16,19370666,51142219,"Fentanilo","Carvedilol tabs. de 12,5mg",3000,"UD","Unidad",11,33000,"2.3.4.1.01"
"45","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2020-0005","Comparación de Precios","Proceso adjudicado y celebrado",2020-04-09 08:00:38,22580594,51142149,"Glucosamina","CARVEDILOL O CARVILAR 12.5 MG X 30 TB",30,"UD","Unidad",825,24750,"2.3.4.1.01"
"46","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2021-0004","Comparación de Precios","Proceso adjudicado y celebrado",2021-04-22 08:01:42,32064190,51142219,"Fentanilo","CARVEDILOL 12.5 MG X 30 TB",30,"UD","Unidad",1100,33000,"2.3.4.1.01"
"47","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2021-0004","Comparación de Precios","Proceso adjudicado y celebrado",2021-04-22 08:01:42,32064191,51142219,"Fentanilo","CARVEDILOL 25 MG X 30 TB",25,"UD","Unidad",1419,35475,"2.3.4.1.01"
"48","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2021-0004","Comparación de Precios","Proceso adjudicado y celebrado",2021-04-22 08:01:42,32064192,51142219,"Fentanilo","CARVEDILOL 6.25 MG X 30 TB",40,"UD","Unidad",839,33560,"2.3.4.1.01"
"49","000151","Hospital Ramón de Lara FFAA","HOSP RAMON DE LARA-UC-CD-2021-0239","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-05-24 12:10:11,32949043,51142219,"Fentanilo","Mp Carvedilol 12.5 Mg. X 10",3,"UD","Unidad",142,427,"2.3.4.1.01"
"50","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0015","Compras Menores","Proceso adjudicado y celebrado",2021-06-28 17:00:01,34155598,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",2925,17550,"2.3.4.1.01"
"51","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0017","Compras Menores","Proceso adjudicado y celebrado",2021-07-27 16:00:49,35426848,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",2925,17550,"2.3.4.1.01"
"52","000747","Hospital Docente SEMMA","HDSSD-CCC-CP-2021-0010","Comparación de Precios","Proceso adjudicado y celebrado",2021-08-03 15:00:53,35584611,51141920,"Diazepam","CARVEDILOL 6.25MG TAB.",100,"UD","Unidad",1,57,"2.3.4.1.01"
"53","000210","Consejo Nacional de la Persona Envejeciente","CONAPE-CCC-LPN-2021-0005","Licitación Pública Nacional","Proceso adjudicado y celebrado",2021-08-17 16:01:30,35725098,51121709,"Carvedilol","Carvedilol 12.5mg Tab",20000,"UD","Unidad",5,109800,"2.3.4.1.01"
"54","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0020","Compras Menores","Proceso adjudicado y celebrado",2021-08-31 10:03:16,36577868,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",2925,17550,"2.3.4.1.01"
"55","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0022","Compras Menores","Proceso adjudicado y celebrado",2021-09-28 09:01:40,37459320,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",2925,17550,"2.3.4.1.01"
"56","000747","Hospital Docente SEMMA","HDSSD-CCC-CP-2021-0012","Comparación de Precios","Proceso adjudicado y celebrado",2021-10-19 15:00:33,38264348,51121709,"Carvedilol","CARVEDILOL 12.5MG TABLETAS",100,"UD","Unidad",8,800,"2.3.4.1.01"
"57","000678","Consejo Nacional de Población y Familia","CONAPOFA-UC-CD-2021-0305","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-10-29 11:15:04,38636509,51121709,"Carvedilol","CARVEDILOL 25MG 100 COMPRIMIDOS",6,"CAJ","Caja",290,1740,"2.3.4.1.01"
"58","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0026","Compras Menores","Proceso adjudicado y celebrado",2021-11-04 14:02:14,38841812,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",1127,6762,"2.3.4.1.01"
"59","000152","Comité de Retiro de la Policia Nacional","COREPOL-CCC-CP-2021-0009","Comparación de Precios","Proceso adjudicado y celebrado",2021-11-10 09:01:10,39028589,51121704,"Lisinopril","CARVEDILOL 12.5 MG X 30 TAB",25,"CAJ","Caja",1179,29469,"2.3.4.1.01"
"60","000152","Comité de Retiro de la Policia Nacional","COREPOL-CCC-CP-2021-0009","Comparación de Precios","Proceso adjudicado y celebrado",2021-11-10 09:01:10,39028590,51121704,"Lisinopril","CARVEDILOL 25 MG X 30 TAB",20,"CAJ","Caja",1668,33350,"2.3.4.1.01"
"61","000152","Comité de Retiro de la Policia Nacional","COREPOL-CCC-CP-2021-0009","Comparación de Precios","Proceso adjudicado y celebrado",2021-11-10 09:01:10,39028591,51181517,"Hidrocloruro de metformina","CARVEDILOL 6.25 MG X 30 TAB",20,"CAJ","Caja",1127,22540,"2.3.4.1.01"
"62","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2021-0030","Compras Menores","Proceso adjudicado y celebrado",2021-12-06 11:20:06,39911985,51141713,"Palmitato de pipotiazina","CARVEDILOL 25 MG.",6,"CAJ","Caja",1127,6762,"2.3.4.1.01"
"63","000747","Hospital Docente SEMMA","HDSSD-CCC-CP-2022-0002","Comparación de Precios","Proceso adjudicado y celebrado",2022-01-26 17:00:05,41754953,51141919,"Alprazolam","CARVEDILOL 6.25 MG TAB",100,"UD","Unidad",1,50,"2.3.4.1.01"
"64","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2022-0002","Compras Menores","Proceso adjudicado y celebrado",2022-02-08 16:00:51,42868070,51131503,"Sulfato ferroso","CARVEDILOL 25 MG. X 30 TAB.",5,"CAJ","Caja",1127,5635,"2.3.4.1.01"
"65","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2022-0002","Comparación de Precios","Proceso adjudicado y celebrado",2022-02-09 08:01:37,42921508,51121733,"Valsartán","CARVEDILOL 12.5 MG X 30 TB",30,"UD","Unidad",1094,32820,"2.3.4.1.01"
"66","000150","Reserva de la Policía Nacional","REPOL-CCC-CP-2022-0002","Comparación de Precios","Proceso adjudicado y celebrado",2022-02-09 08:01:37,42921509,51121733,"Valsartán","CARVEDILOL 6.25 MG X 30 TB",25,"UD","Unidad",839,20975,"2.3.4.1.01"
"67","000157","Hospital Central de las FFAA","HOSPITAL CENTRAL FFA-UC-CD-2022-0034","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2022-02-28 11:15:03,44632371,51131605,"Citrato de sodio","MP Carvedilol 25mg caja de 10 Tabletas mamey",2,"UD","Unidad",193,386,"2.3.4.1.01"
"68","000229","Plan Social FFAA","PLAN SOCIAL FFAA-DAF-CM-2022-0003","Compras Menores","Proceso adjudicado y celebrado",2022-03-02 14:00:59,44856842,51131503,"Sulfato ferroso","CARVEDILOL 25 MG. X 30 TAB.",5,"CAJ","Caja",1200,6000,"2.3.4.1.01"
"69","000985","Hospital Docente Semma Santiago","HDSS-CCC-CP-2019-0001","Comparación de Precios","Proceso adjudicado y celebrado",2019-02-18 14:00:04,11953377,51121709,"Carvedilol","CARVEDILOL 12.5 MG TAB",100,"UD","Unidad",14,1400,"2.3.4.1.01"
"70","000980","Servicio Regional de Salud Nordeste","SRSN-MAE-PEUR-2019-0001","Procesos de Excepción","Sobres abiertos ó aperturados",2019-07-16 14:10:01,16247127,51121503,"Gluconato de quinidina","carvedilol 12.5mg tableta",7,"UD","Unidad",3000,20310,"2.3.4.1.01"
"71","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2019-0038","Compras Menores","Proceso adjudicado y celebrado",2019-09-25 15:01:27,18062090,51121709,"Carvedilol","CARVEDILOL 3.125MG TAB.",30,"UD","Unidad",14,420,"2.3.4.1.01"
"72","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2019-0038","Compras Menores","Proceso adjudicado y celebrado",2019-09-25 15:01:27,18062091,51121709,"Carvedilol","CARVEDILOL 12.5MG TAB.",100,"UD","Unidad",14,1400,"2.3.4.1.01"
"73","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2019-0038","Compras Menores","Proceso adjudicado y celebrado",2019-09-25 15:01:27,18062092,51121709,"Carvedilol","CARVEDILOL  6.25MG TAB.",100,"UD","Unidad",12,1200,"2.3.4.1.01"
"74","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2019-0041","Compras Menores","Proceso adjudicado y celebrado",2019-10-09 15:07:01,18412494,51121709,"Carvedilol","CARVEDILOL 3.125MG TAB.",30,"UD","Unidad",17,510,"2.3.4.1.01"
"75","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2019-0007","Comparación de Precios","Sobres están abriéndose",2019-10-16 16:03:05,18598430,51121709,"Carvedilol","Carvedilol 12.5 Mg Tableta",3000,"UD","Unidad",7,20310,"2.3.4.1.01"
"76","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2019-0007","Comparación de Precios","Sobres están abriéndose",2019-10-16 16:03:05,18598459,51121709,"Carvedilol","Carvedilol 6.25 Mg Tableta",10000,"UD","Unidad",0,4300,"2.3.4.1.01"
"77","000986","Hospital General Dr. Vinicio Calventi","HGDVC-MAE-PEUR-2020-0001","Procesos de Excepción","Proceso adjudicado y celebrado",2020-05-29 16:30:00,22859198,51121709,"Carvedilol","CARVEDILOL 3.25 TABLETA",300,"UD","Unidad",20,6000,"2.3.4.1.01"
"78","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2020-0003","Comparación de Precios","Sobres abiertos ó aperturados",2020-05-22 16:02:18,23156315,51121709,"Carvedilol","Carvedilol12.5 mg",7,"UD","Unidad",2000,13540,"2.3.4.1.01"
"79","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2020-0003","Comparación de Precios","Sobres abiertos ó aperturados",2020-05-22 16:02:18,23156316,51121709,"Carvedilol","Carvedilol 25mg",5,"UD","Unidad",2000,10500,"2.3.4.1.01"
"80","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2020-0021","Compras Menores","Proceso adjudicado y celebrado",2020-07-24 11:00:26,24346644,51121709,"Carvedilol","CARVEDILOLOL 3.125MG TABLETA",30,"UD","Unidad",21,630,"2.3.4.1.01"
"81","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2020-0004","Comparación de Precios","Proceso adjudicado y celebrado",2020-10-29 12:01:29,26075532,51121709,"Carvedilol","Carvedilol 12.5 Mg Tableta",8000,"UD","Unidad",7,54160,"2.3.4.1.01"
"82","000980","Servicio Regional de Salud Nordeste","SRSN-CCC-CP-2020-0004","Comparación de Precios","Proceso adjudicado y celebrado",2020-10-29 12:01:29,26075583,51121709,"Carvedilol","Carvedilol 25 Mg Tableta",4000,"UD","Unidad",5,21000,"2.3.4.1.01"
"83","000945","Hospital Traumatológico y Quirúrgico del Cibao Central Juan Bosch","Hosp. Juan Bosch-UC-CD-2020-0398","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-11-16 14:35:05,26460880,51121709,"Carvedilol","Carvedilol 6.25 mg tab",100,"UD","Unidad",25,2500,"2.3.4.1.01"
"84","000986","Hospital General Dr. Vinicio Calventi","HGDVC-DAF-CM-2020-0170","Compras Menores","Proceso adjudicado y celebrado",2021-01-27 16:00:07,27823279,51171631,"Polietilenglicol laxante","CARVEDILOL 3.125MG TABLETA",300,"UD","Unidad",30,9000,"2.3.4.1.01"
"85","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2021-0018","Compras Menores","Proceso adjudicado y celebrado",2021-06-01 13:20:00,33174380,51171820,"Dimenhidrinato","CARVEDILOL 12.5 MG TABLETA",30,"UD","Unidad",10,300,"2.3.4.1.01"
"86","000986","Hospital General Dr. Vinicio Calventi","HGDVC-DAF-CM-2021-0062","Compras Menores","Proceso adjudicado y celebrado",2021-06-18 10:01:27,33521305,51121709,"Carvedilol","CARVEDILOL 12.5 MG TAB",200,"UD","Unidad",15,3000,"2.3.4.1.01"
"87","000986","Hospital General Dr. Vinicio Calventi","HGDVC-DAF-CM-2021-0062","Compras Menores","Proceso adjudicado y celebrado",2021-06-18 10:01:27,33521206,51121709,"Carvedilol","CARVEDILOL 3.12MG TAB",200,"UD","Unidad",28,5600,"2.3.4.1.01"
"88","000986","Hospital General Dr. Vinicio Calventi","HGDVC-DAF-CM-2021-0062","Compras Menores","Proceso adjudicado y celebrado",2021-06-18 10:01:27,33521217,51121709,"Carvedilol","CARVEDILOL 6.25 MG TAB",200,"UD","Unidad",7,1360,"2.3.4.1.01"
"89","000985","Hospital Docente Semma Santiago","HDSS-DAF-CM-2021-0028","Compras Menores","Proceso adjudicado y celebrado",2021-07-22 16:01:34,35334600,51101509,"Tetraciclina","CARVEDILOL 3.125 MG TAB",30,"UD","Unidad",14,425,"2.3.4.1.01"
"90","000986","Hospital General Dr. Vinicio Calventi","HGDVC-DAF-CM-2021-0129","Compras Menores","Proceso adjudicado y celebrado",2021-10-06 11:20:03,37763433,51121709,"Carvedilol","Carvedilol 6.25",400,"UD","Unidad",39,15600,"2.3.4.1.01"
